#,NUMERO,STATUS,ED,DESCRICAO,RÓTULOS,CARGA ATUAL,SETOR DO RESPONSÁVEL,CAMPUS DA CARGA,VALOR AQUISIÇÃO,VALOR DEPRECIADO,NUMERO NOTA FISCAL,NÚMERO DE SÉRIE,DATA DA ENTRADA,DATA DA CARGA,FORNECEDOR,SALA,ESTADO DE CONSERVAÇÃO
307,152197,Ativo,35,"MICROCOMPUTADOR AVANçADO - PROCESSADOR DE NO MíNIMO QUATRO NúCLEOS COM DESEMPENHO MíNIMO DE 7000 PONTOS NO PERFORMANCE TEST 7 DA PASSMARK SOFTWARE. DEVERá SUPORTAR BARRAMENTO DE MEMóRIA DDR3 1600MHZ. SUPORTAR TECNOLOGIA DE VIRTUALIZAçãO;DEVE SUPORTAR INTERFACES DE COMUNICAçãO: NO MíNIMO 6 (SEIS) PORTAS USB 2.0 E 4 (QUATRO) PORTAS USB 3.0. POSSUIR NO MíNIMO 1 (UM) SLOT PCI, 1 (UM) SLOT PCI EXPRESS X1 E 1 SLOTS PCI EXPRESS X16 GERAçãO 2.0;",-,Nome Servidor 4 (GR GR-AREA),GR-CTII,GR,1910.00,191.00,-,,16/10/2013,16/10/2013,-,22 - Laboratório 02 - Prédio Sala de Aulas(Campus Gravataí),Bom
308,152198,Ativo,35,"MICROCOMPUTADOR AVANçADO - PROCESSADOR DE NO MíNIMO QUATRO NúCLEOS COM DESEMPENHO MíNIMO DE 7000 PONTOS NO PERFORMANCE TEST 7 DA PASSMARK SOFTWARE. DEVERá SUPORTAR BARRAMENTO DE MEMóRIA DDR3 1600MHZ. SUPORTAR TECNOLOGIA DE VIRTUALIZAçãO;DEVE SUPORTAR INTERFACES DE COMUNICAçãO: NO MíNIMO 6 (SEIS) PORTAS USB 2.0 E 4 (QUATRO) PORTAS USB 3.0. POSSUIR NO MíNIMO 1 (UM) SLOT PCI, 1 (UM) SLOT PCI EXPRESS X1 E 1 SLOTS PCI EXPRESS X16 GERAçãO 2.0;",-,Nome Servidor 8 (GR GR-AREA),GR-CSTADS,GR,1910.00,191.00,-,,16/10/2013,16/10/2013,-,33 - Sala Container 02(Campus Gravataí),Bom
309,152199,Ativo,35,"MICROCOMPUTADOR AVANçADO - PROCESSADOR DE NO MíNIMO QUATRO NúCLEOS COM DESEMPENHO MíNIMO DE 7000 PONTOS NO PERFORMANCE TEST 7 DA PASSMARK SOFTWARE. DEVERá SUPORTAR BARRAMENTO DE MEMóRIA DDR3 1600MHZ. SUPORTAR TECNOLOGIA DE VIRTUALIZAçãO;DEVE SUPORTAR INTERFACES DE COMUNICAçãO: NO MíNIMO 6 (SEIS) PORTAS USB 2.0 E 4 (QUATRO) PORTAS USB 3.0. POSSUIR NO MíNIMO 1 (UM) SLOT PCI, 1 (UM) SLOT PCI EXPRESS X1 E 1 SLOTS PCI EXPRESS X16 GERAçãO 2.0;",-,Nome Servidor 8 (GR GR-AREA),GR-CSTADS,GR,1910.00,191.00,-,,16/10/2013,16/10/2013,-,33 - Sala Container 02(Campus Gravataí),Bom
310,152200,Ativo,35,"MICROCOMPUTADOR AVANçADO - PROCESSADOR DE NO MíNIMO QUATRO NúCLEOS COM DESEMPENHO MíNIMO DE 7000 PONTOS NO PERFORMANCE TEST 7 DA PASSMARK SOFTWARE. DEVERá SUPORTAR BARRAMENTO DE MEMóRIA DDR3 1600MHZ. SUPORTAR TECNOLOGIA DE VIRTUALIZAçãO;DEVE SUPORTAR INTERFACES DE COMUNICAçãO: NO MíNIMO 6 (SEIS) PORTAS USB 2.0 E 4 (QUATRO) PORTAS USB 3.0. POSSUIR NO MíNIMO 1 (UM) SLOT PCI, 1 (UM) SLOT PCI EXPRESS X1 E 1 SLOTS PCI EXPRESS X16 GERAçãO 2.0;",-,Nome Servidor 4 (GR GR-AREA),GR-CTII,GR,1910.00,191.00,-,,16/10/2013,16/10/2013,-,22 - Laboratório 02 - Prédio Sala de Aulas(Campus Gravataí),Bom
311,152201,Ativo,35,"MICROCOMPUTADOR AVANçADO - PROCESSADOR DE NO MíNIMO QUATRO NúCLEOS COM DESEMPENHO MíNIMO DE 7000 PONTOS NO PERFORMANCE TEST 7 DA PASSMARK SOFTWARE. DEVERá SUPORTAR BARRAMENTO DE MEMóRIA DDR3 1600MHZ. SUPORTAR TECNOLOGIA DE VIRTUALIZAçãO;DEVE SUPORTAR INTERFACES DE COMUNICAçãO: NO MíNIMO 6 (SEIS) PORTAS USB 2.0 E 4 (QUATRO) PORTAS USB 3.0. POSSUIR NO MíNIMO 1 (UM) SLOT PCI, 1 (UM) SLOT PCI EXPRESS X1 E 1 SLOTS PCI EXPRESS X16 GERAçãO 2.0;",-,Nome Servidor 8 (GR GR-AREA),GR-CSTADS,GR,1910.00,191.00,-,,16/10/2013,16/10/2013,-,33 - Sala Container 02(Campus Gravataí),Bom
312,152202,Ativo,35,"MICROCOMPUTADOR AVANçADO - PROCESSADOR DE NO MíNIMO QUATRO NúCLEOS COM DESEMPENHO MíNIMO DE 7000 PONTOS NO PERFORMANCE TEST 7 DA PASSMARK SOFTWARE. DEVERá SUPORTAR BARRAMENTO DE MEMóRIA DDR3 1600MHZ. SUPORTAR TECNOLOGIA DE VIRTUALIZAçãO;DEVE SUPORTAR INTERFACES DE COMUNICAçãO: NO MíNIMO 6 (SEIS) PORTAS USB 2.0 E 4 (QUATRO) PORTAS USB 3.0. POSSUIR NO MíNIMO 1 (UM) SLOT PCI, 1 (UM) SLOT PCI EXPRESS X1 E 1 SLOTS PCI EXPRESS X16 GERAçãO 2.0;",-,Nome Servidor 4 (GR GR-AREA),GR-CTII,GR,1910.00,191.00,-,,16/10/2013,16/10/2013,-,22 - Laboratório 02 - Prédio Sala de Aulas(Campus Gravataí),Bom
313,152203,Ativo,35,"MICROCOMPUTADOR AVANçADO - PROCESSADOR DE NO MíNIMO QUATRO NúCLEOS COM DESEMPENHO MíNIMO DE 7000 PONTOS NO PERFORMANCE TEST 7 DA PASSMARK SOFTWARE. DEVERá SUPORTAR BARRAMENTO DE MEMóRIA DDR3 1600MHZ. SUPORTAR TECNOLOGIA DE VIRTUALIZAçãO;DEVE SUPORTAR INTERFACES DE COMUNICAçãO: NO MíNIMO 6 (SEIS) PORTAS USB 2.0 E 4 (QUATRO) PORTAS USB 3.0. POSSUIR NO MíNIMO 1 (UM) SLOT PCI, 1 (UM) SLOT PCI EXPRESS X1 E 1 SLOTS PCI EXPRESS X16 GERAçãO 2.0;",-,Nome Servidor 1 (GR GR-AREA),GR-COTIN,GR,1910.00,191.00,-,,16/10/2013,16/10/2013,-,16 - COTIN - Prédio Multifuncional(Campus Gravataí),Bom
314,152204,Ativo,35,"MICROCOMPUTADOR AVANçADO - PROCESSADOR DE NO MíNIMO QUATRO NúCLEOS COM DESEMPENHO MíNIMO DE 7000 PONTOS NO PERFORMANCE TEST 7 DA PASSMARK SOFTWARE. DEVERá SUPORTAR BARRAMENTO DE MEMóRIA DDR3 1600MHZ. SUPORTAR TECNOLOGIA DE VIRTUALIZAçãO;DEVE SUPORTAR INTERFACES DE COMUNICAçãO: NO MíNIMO 6 (SEIS) PORTAS USB 2.0 E 4 (QUATRO) PORTAS USB 3.0. POSSUIR NO MíNIMO 1 (UM) SLOT PCI, 1 (UM) SLOT PCI EXPRESS X1 E 1 SLOTS PCI EXPRESS X16 GERAçãO 2.0;",-,Nome Servidor 8 (GR GR-AREA),GR-CSTADS,GR,1910.00,191.00,-,,16/10/2013,16/10/2013,-,33 - Sala Container 02(Campus Gravataí),Bom
315,152205,Ativo,35,"MICROCOMPUTADOR AVANçADO - PROCESSADOR DE NO MíNIMO QUATRO NúCLEOS COM DESEMPENHO MíNIMO DE 7000 PONTOS NO PERFORMANCE TEST 7 DA PASSMARK SOFTWARE. DEVERá SUPORTAR BARRAMENTO DE MEMóRIA DDR3 1600MHZ. SUPORTAR TECNOLOGIA DE VIRTUALIZAçãO;DEVE SUPORTAR INTERFACES DE COMUNICAçãO: NO MíNIMO 6 (SEIS) PORTAS USB 2.0 E 4 (QUATRO) PORTAS USB 3.0. POSSUIR NO MíNIMO 1 (UM) SLOT PCI, 1 (UM) SLOT PCI EXPRESS X1 E 1 SLOTS PCI EXPRESS X16 GERAçãO 2.0;",-,Nome Servidor 9 (GR GR-AREA),GR-COAE,GR,1910.00,191.00,-,,16/10/2013,16/10/2013,-,10 - COAE - Prédio Multifuncional(Campus Gravataí),Bom
316,152206,Ativo,35,"MICROCOMPUTADOR AVANçADO - PROCESSADOR DE NO MíNIMO QUATRO NúCLEOS COM DESEMPENHO MíNIMO DE 7000 PONTOS NO PERFORMANCE TEST 7 DA PASSMARK SOFTWARE. DEVERá SUPORTAR BARRAMENTO DE MEMóRIA DDR3 1600MHZ. SUPORTAR TECNOLOGIA DE VIRTUALIZAçãO;DEVE SUPORTAR INTERFACES DE COMUNICAçãO: NO MíNIMO 6 (SEIS) PORTAS USB 2.0 E 4 (QUATRO) PORTAS USB 3.0. POSSUIR NO MíNIMO 1 (UM) SLOT PCI, 1 (UM) SLOT PCI EXPRESS X1 E 1 SLOTS PCI EXPRESS X16 GERAçãO 2.0;",-,Nome Servidor 1 (GR GR-AREA),GR-COTIN,GR,1910.00,191.00,-,,16/10/2013,16/10/2013,-,16 - COTIN - Prédio Multifuncional(Campus Gravataí),Irreversível
317,152207,Ativo,35,"MICROCOMPUTADOR AVANçADO - PROCESSADOR DE NO MíNIMO QUATRO NúCLEOS COM DESEMPENHO MíNIMO DE 7000 PONTOS NO PERFORMANCE TEST 7 DA PASSMARK SOFTWARE. DEVERá SUPORTAR BARRAMENTO DE MEMóRIA DDR3 1600MHZ. SUPORTAR TECNOLOGIA DE VIRTUALIZAçãO;DEVE SUPORTAR INTERFACES DE COMUNICAçãO: NO MíNIMO 6 (SEIS) PORTAS USB 2.0 E 4 (QUATRO) PORTAS USB 3.0. POSSUIR NO MíNIMO 1 (UM) SLOT PCI, 1 (UM) SLOT PCI EXPRESS X1 E 1 SLOTS PCI EXPRESS X16 GERAçãO 2.0;",-,Nome Servidor 4 (GR GR-AREA),GR-CTII,GR,1910.00,191.00,-,,16/10/2013,16/10/2013,-,22 - Laboratório 02 - Prédio Sala de Aulas(Campus Gravataí),Bom
318,152208,Ativo,35,"MICROCOMPUTADOR AVANçADO - PROCESSADOR DE NO MíNIMO QUATRO NúCLEOS COM DESEMPENHO MíNIMO DE 7000 PONTOS NO PERFORMANCE TEST 7 DA PASSMARK SOFTWARE. DEVERá SUPORTAR BARRAMENTO DE MEMóRIA DDR3 1600MHZ. SUPORTAR TECNOLOGIA DE VIRTUALIZAçãO;DEVE SUPORTAR INTERFACES DE COMUNICAçãO: NO MíNIMO 6 (SEIS) PORTAS USB 2.0 E 4 (QUATRO) PORTAS USB 3.0. POSSUIR NO MíNIMO 1 (UM) SLOT PCI, 1 (UM) SLOT PCI EXPRESS X1 E 1 SLOTS PCI EXPRESS X16 GERAçãO 2.0;",-,Nome Servidor 8 (GR GR-AREA),GR-CSTADS,GR,1910.00,191.00,-,,16/10/2013,16/10/2013,-,33 - Sala Container 02(Campus Gravataí),Bom
319,152209,Ativo,35,"MICROCOMPUTADOR AVANçADO - PROCESSADOR DE NO MíNIMO QUATRO NúCLEOS COM DESEMPENHO MíNIMO DE 7000 PONTOS NO PERFORMANCE TEST 7 DA PASSMARK SOFTWARE. DEVERá SUPORTAR BARRAMENTO DE MEMóRIA DDR3 1600MHZ. SUPORTAR TECNOLOGIA DE VIRTUALIZAçãO;DEVE SUPORTAR INTERFACES DE COMUNICAçãO: NO MíNIMO 6 (SEIS) PORTAS USB 2.0 E 4 (QUATRO) PORTAS USB 3.0. POSSUIR NO MíNIMO 1 (UM) SLOT PCI, 1 (UM) SLOT PCI EXPRESS X1 E 1 SLOTS PCI EXPRESS X16 GERAçãO 2.0;",-,Nome Servidor 1 (GR GR-AREA),GR-COTIN,GR,1910.00,191.00,-,,16/10/2013,16/10/2013,-,16 - COTIN - Prédio Multifuncional(Campus Gravataí),Bom
320,152210,Ativo,35,"MICROCOMPUTADOR AVANçADO - PROCESSADOR DE NO MíNIMO QUATRO NúCLEOS COM DESEMPENHO MíNIMO DE 7000 PONTOS NO PERFORMANCE TEST 7 DA PASSMARK SOFTWARE. DEVERá SUPORTAR BARRAMENTO DE MEMóRIA DDR3 1600MHZ. SUPORTAR TECNOLOGIA DE VIRTUALIZAçãO;DEVE SUPORTAR INTERFACES DE COMUNICAçãO: NO MíNIMO 6 (SEIS) PORTAS USB 2.0 E 4 (QUATRO) PORTAS USB 3.0. POSSUIR NO MíNIMO 1 (UM) SLOT PCI, 1 (UM) SLOT PCI EXPRESS X1 E 1 SLOTS PCI EXPRESS X16 GERAçãO 2.0;",-,Nome Servidor 4 (GR GR-AREA),GR-CTII,GR,1910.00,191.00,-,,16/10/2013,16/10/2013,-,22 - Laboratório 02 - Prédio Sala de Aulas(Campus Gravataí),Bom
321,152211,Ativo,35,"MICROCOMPUTADOR AVANçADO - PROCESSADOR DE NO MíNIMO QUATRO NúCLEOS COM DESEMPENHO MíNIMO DE 7000 PONTOS NO PERFORMANCE TEST 7 DA PASSMARK SOFTWARE. DEVERá SUPORTAR BARRAMENTO DE MEMóRIA DDR3 1600MHZ. SUPORTAR TECNOLOGIA DE VIRTUALIZAçãO;DEVE SUPORTAR INTERFACES DE COMUNICAçãO: NO MíNIMO 6 (SEIS) PORTAS USB 2.0 E 4 (QUATRO) PORTAS USB 3.0. POSSUIR NO MíNIMO 1 (UM) SLOT PCI, 1 (UM) SLOT PCI EXPRESS X1 E 1 SLOTS PCI EXPRESS X16 GERAçãO 2.0;",-,Nome Servidor 8 (GR GR-AREA),GR-CSTADS,GR,1910.00,191.00,-,,16/10/2013,16/10/2013,-,33 - Sala Container 02(Campus Gravataí),Bom
322,152212,Ativo,35,"MICROCOMPUTADOR AVANçADO - PROCESSADOR DE NO MíNIMO QUATRO NúCLEOS COM DESEMPENHO MíNIMO DE 7000 PONTOS NO PERFORMANCE TEST 7 DA PASSMARK SOFTWARE. DEVERá SUPORTAR BARRAMENTO DE MEMóRIA DDR3 1600MHZ. SUPORTAR TECNOLOGIA DE VIRTUALIZAçãO;DEVE SUPORTAR INTERFACES DE COMUNICAçãO: NO MíNIMO 6 (SEIS) PORTAS USB 2.0 E 4 (QUATRO) PORTAS USB 3.0. POSSUIR NO MíNIMO 1 (UM) SLOT PCI, 1 (UM) SLOT PCI EXPRESS X1 E 1 SLOTS PCI EXPRESS X16 GERAçãO 2.0;",-,Nome Servidor 4 (GR GR-AREA),GR-CTII,GR,1910.00,191.00,-,,16/10/2013,16/10/2013,-,22 - Laboratório 02 - Prédio Sala de Aulas(Campus Gravataí),Bom
323,152213,Ativo,35,"MICROCOMPUTADOR AVANçADO - PROCESSADOR DE NO MíNIMO QUATRO NúCLEOS COM DESEMPENHO MíNIMO DE 7000 PONTOS NO PERFORMANCE TEST 7 DA PASSMARK SOFTWARE. DEVERá SUPORTAR BARRAMENTO DE MEMóRIA DDR3 1600MHZ. SUPORTAR TECNOLOGIA DE VIRTUALIZAçãO;DEVE SUPORTAR INTERFACES DE COMUNICAçãO: NO MíNIMO 6 (SEIS) PORTAS USB 2.0 E 4 (QUATRO) PORTAS USB 3.0. POSSUIR NO MíNIMO 1 (UM) SLOT PCI, 1 (UM) SLOT PCI EXPRESS X1 E 1 SLOTS PCI EXPRESS X16 GERAçãO 2.0;",-,Nome Servidor 8 (GR GR-AREA),GR-CSTADS,GR,1910.00,191.00,-,,16/10/2013,16/10/2013,-,33 - Sala Container 02(Campus Gravataí),Bom
324,152214,Ativo,35,"MICROCOMPUTADOR AVANçADO - PROCESSADOR DE NO MíNIMO QUATRO NúCLEOS COM DESEMPENHO MíNIMO DE 7000 PONTOS NO PERFORMANCE TEST 7 DA PASSMARK SOFTWARE. DEVERá SUPORTAR BARRAMENTO DE MEMóRIA DDR3 1600MHZ. SUPORTAR TECNOLOGIA DE VIRTUALIZAçãO;DEVE SUPORTAR INTERFACES DE COMUNICAçãO: NO MíNIMO 6 (SEIS) PORTAS USB 2.0 E 4 (QUATRO) PORTAS USB 3.0. POSSUIR NO MíNIMO 1 (UM) SLOT PCI, 1 (UM) SLOT PCI EXPRESS X1 E 1 SLOTS PCI EXPRESS X16 GERAçãO 2.0;",-,Nome Servidor 8 (GR GR-AREA),GR-CSTADS,GR,1910.00,191.00,-,,16/10/2013,16/10/2013,-,33 - Sala Container 02(Campus Gravataí),Bom
325,152215,Ativo,35,"MICROCOMPUTADOR AVANçADO - PROCESSADOR DE NO MíNIMO QUATRO NúCLEOS COM DESEMPENHO MíNIMO DE 7000 PONTOS NO PERFORMANCE TEST 7 DA PASSMARK SOFTWARE. DEVERá SUPORTAR BARRAMENTO DE MEMóRIA DDR3 1600MHZ. SUPORTAR TECNOLOGIA DE VIRTUALIZAçãO;DEVE SUPORTAR INTERFACES DE COMUNICAçãO: NO MíNIMO 6 (SEIS) PORTAS USB 2.0 E 4 (QUATRO) PORTAS USB 3.0. POSSUIR NO MíNIMO 1 (UM) SLOT PCI, 1 (UM) SLOT PCI EXPRESS X1 E 1 SLOTS PCI EXPRESS X16 GERAçãO 2.0;",-,Nome Servidor 14 (GR GR-AREA),GR-COMAG,GR,1910.00,191.00,-,,16/10/2013,16/10/2013,-,17 - COMAG / COAP - Prédio Multifuncional(Campus Gravataí),Bom
326,152216,Ativo,35,"MICROCOMPUTADOR AVANçADO - PROCESSADOR DE NO MíNIMO QUATRO NúCLEOS COM DESEMPENHO MíNIMO DE 7000 PONTOS NO PERFORMANCE TEST 7 DA PASSMARK SOFTWARE. DEVERá SUPORTAR BARRAMENTO DE MEMóRIA DDR3 1600MHZ. SUPORTAR TECNOLOGIA DE VIRTUALIZAçãO;DEVE SUPORTAR INTERFACES DE COMUNICAçãO: NO MíNIMO 6 (SEIS) PORTAS USB 2.0 E 4 (QUATRO) PORTAS USB 3.0. POSSUIR NO MíNIMO 1 (UM) SLOT PCI, 1 (UM) SLOT PCI EXPRESS X1 E 1 SLOTS PCI EXPRESS X16 GERAçãO 2.0;",-,Nome Servidor 4 (GR GR-AREA),GR-CTII,GR,1910.00,191.00,-,,16/10/2013,16/10/2013,-,22 - Laboratório 02 - Prédio Sala de Aulas(Campus Gravataí),Bom
327,152218,Ativo,35,"MICROCOMPUTADOR AVANçADO - PROCESSADOR DE NO MíNIMO QUATRO NúCLEOS COM DESEMPENHO MíNIMO DE 7000 PONTOS NO PERFORMANCE TEST 7 DA PASSMARK SOFTWARE. DEVERá SUPORTAR BARRAMENTO DE MEMóRIA DDR3 1600MHZ. SUPORTAR TECNOLOGIA DE VIRTUALIZAçãO;DEVE SUPORTAR INTERFACES DE COMUNICAçãO: NO MíNIMO 6 (SEIS) PORTAS USB 2.0 E 4 (QUATRO) PORTAS USB 3.0. POSSUIR NO MíNIMO 1 (UM) SLOT PCI, 1 (UM) SLOT PCI EXPRESS X1 E 1 SLOTS PCI EXPRESS X16 GERAçãO 2.0;",-,Nome Servidor 4 (GR GR-AREA),GR-CTII,GR,1910.00,191.00,-,,16/10/2013,16/10/2013,-,22 - Laboratório 02 - Prédio Sala de Aulas(Campus Gravataí),Bom
328,152219,Ativo,35,"MICROCOMPUTADOR AVANçADO - PROCESSADOR DE NO MíNIMO QUATRO NúCLEOS COM DESEMPENHO MíNIMO DE 7000 PONTOS NO PERFORMANCE TEST 7 DA PASSMARK SOFTWARE. DEVERá SUPORTAR BARRAMENTO DE MEMóRIA DDR3 1600MHZ. SUPORTAR TECNOLOGIA DE VIRTUALIZAçãO;DEVE SUPORTAR INTERFACES DE COMUNICAçãO: NO MíNIMO 6 (SEIS) PORTAS USB 2.0 E 4 (QUATRO) PORTAS USB 3.0. POSSUIR NO MíNIMO 1 (UM) SLOT PCI, 1 (UM) SLOT PCI EXPRESS X1 E 1 SLOTS PCI EXPRESS X16 GERAçãO 2.0;",-,Nome Servidor 4 (GR GR-AREA),GR-CTII,GR,1910.00,191.00,-,,16/10/2013,16/10/2013,-,22 - Laboratório 02 - Prédio Sala de Aulas(Campus Gravataí),Bom
329,152220,Ativo,35,"MICROCOMPUTADOR AVANçADO - PROCESSADOR DE NO MíNIMO QUATRO NúCLEOS COM DESEMPENHO MíNIMO DE 7000 PONTOS NO PERFORMANCE TEST 7 DA PASSMARK SOFTWARE. DEVERá SUPORTAR BARRAMENTO DE MEMóRIA DDR3 1600MHZ. SUPORTAR TECNOLOGIA DE VIRTUALIZAçãO;DEVE SUPORTAR INTERFACES DE COMUNICAçãO: NO MíNIMO 6 (SEIS) PORTAS USB 2.0 E 4 (QUATRO) PORTAS USB 3.0. POSSUIR NO MíNIMO 1 (UM) SLOT PCI, 1 (UM) SLOT PCI EXPRESS X1 E 1 SLOTS PCI EXPRESS X16 GERAçãO 2.0;",-,Nome Servidor 1 (GR GR-AREA),GR-COTIN,GR,1910.00,191.00,-,,16/10/2013,16/10/2013,-,16 - COTIN - Prédio Multifuncional(Campus Gravataí),Bom
330,152221,Ativo,35,"MICROCOMPUTADOR AVANçADO - PROCESSADOR DE NO MíNIMO QUATRO NúCLEOS COM DESEMPENHO MíNIMO DE 7000 PONTOS NO PERFORMANCE TEST 7 DA PASSMARK SOFTWARE. DEVERá SUPORTAR BARRAMENTO DE MEMóRIA DDR3 1600MHZ. SUPORTAR TECNOLOGIA DE VIRTUALIZAçãO;DEVE SUPORTAR INTERFACES DE COMUNICAçãO: NO MíNIMO 6 (SEIS) PORTAS USB 2.0 E 4 (QUATRO) PORTAS USB 3.0. POSSUIR NO MíNIMO 1 (UM) SLOT PCI, 1 (UM) SLOT PCI EXPRESS X1 E 1 SLOTS PCI EXPRESS X16 GERAçãO 2.0;",-,Nome Servidor 5 (GR GR-AREA),GR-NAPNE,GR,1910.00,191.00,-,,16/10/2013,16/10/2013,-,01 - Sala do NAPNE(Campus Gravataí),Bom
331,152222,Ativo,35,"MICROCOMPUTADOR AVANçADO - PROCESSADOR DE NO MíNIMO QUATRO NúCLEOS COM DESEMPENHO MíNIMO DE 7000 PONTOS NO PERFORMANCE TEST 7 DA PASSMARK SOFTWARE. DEVERá SUPORTAR BARRAMENTO DE MEMóRIA DDR3 1600MHZ. SUPORTAR TECNOLOGIA DE VIRTUALIZAçãO;DEVE SUPORTAR INTERFACES DE COMUNICAçãO: NO MíNIMO 6 (SEIS) PORTAS USB 2.0 E 4 (QUATRO) PORTAS USB 3.0. POSSUIR NO MíNIMO 1 (UM) SLOT PCI, 1 (UM) SLOT PCI EXPRESS X1 E 1 SLOTS PCI EXPRESS X16 GERAçãO 2.0;",-,Nome Servidor 8 (GR GR-AREA),GR-CSTADS,GR,1910.00,191.00,-,,16/10/2013,16/10/2013,-,33 - Sala Container 02(Campus Gravataí),Bom
332,152223,Ativo,35,"MICROCOMPUTADOR AVANçADO - PROCESSADOR DE NO MíNIMO QUATRO NúCLEOS COM DESEMPENHO MíNIMO DE 7000 PONTOS NO PERFORMANCE TEST 7 DA PASSMARK SOFTWARE. DEVERá SUPORTAR BARRAMENTO DE MEMóRIA DDR3 1600MHZ. SUPORTAR TECNOLOGIA DE VIRTUALIZAçãO;DEVE SUPORTAR INTERFACES DE COMUNICAçãO: NO MíNIMO 6 (SEIS) PORTAS USB 2.0 E 4 (QUATRO) PORTAS USB 3.0. POSSUIR NO MíNIMO 1 (UM) SLOT PCI, 1 (UM) SLOT PCI EXPRESS X1 E 1 SLOTS PCI EXPRESS X16 GERAçãO 2.0;",-,Nome Servidor 1 (GR GR-AREA),GR-COTIN,GR,1910.00,191.00,-,,16/10/2013,16/10/2013,-,16 - COTIN - Prédio Multifuncional(Campus Gravataí),Bom
333,152224,Ativo,35,"MICROCOMPUTADOR AVANçADO - PROCESSADOR DE NO MíNIMO QUATRO NúCLEOS COM DESEMPENHO MíNIMO DE 7000 PONTOS NO PERFORMANCE TEST 7 DA PASSMARK SOFTWARE. DEVERá SUPORTAR BARRAMENTO DE MEMóRIA DDR3 1600MHZ. SUPORTAR TECNOLOGIA DE VIRTUALIZAçãO;DEVE SUPORTAR INTERFACES DE COMUNICAçãO: NO MíNIMO 6 (SEIS) PORTAS USB 2.0 E 4 (QUATRO) PORTAS USB 3.0. POSSUIR NO MíNIMO 1 (UM) SLOT PCI, 1 (UM) SLOT PCI EXPRESS X1 E 1 SLOTS PCI EXPRESS X16 GERAçãO 2.0;",-,Nome Servidor 8 (GR GR-AREA),GR-CSTADS,GR,1910.00,191.00,-,,16/10/2013,16/10/2013,-,33 - Sala Container 02(Campus Gravataí),Bom
334,152225,Ativo,35,"MICROCOMPUTADOR AVANçADO - PROCESSADOR DE NO MíNIMO QUATRO NúCLEOS COM DESEMPENHO MíNIMO DE 7000 PONTOS NO PERFORMANCE TEST 7 DA PASSMARK SOFTWARE. DEVERá SUPORTAR BARRAMENTO DE MEMóRIA DDR3 1600MHZ. SUPORTAR TECNOLOGIA DE VIRTUALIZAçãO;DEVE SUPORTAR INTERFACES DE COMUNICAçãO: NO MíNIMO 6 (SEIS) PORTAS USB 2.0 E 4 (QUATRO) PORTAS USB 3.0. POSSUIR NO MíNIMO 1 (UM) SLOT PCI, 1 (UM) SLOT PCI EXPRESS X1 E 1 SLOTS PCI EXPRESS X16 GERAçãO 2.0;",-,Nome Servidor 4 (GR GR-AREA),GR-CTII,GR,1910.00,191.00,-,,16/10/2013,16/10/2013,-,22 - Laboratório 02 - Prédio Sala de Aulas(Campus Gravataí),Bom
335,152226,Ativo,35,"MICROCOMPUTADOR AVANçADO - PROCESSADOR DE NO MíNIMO QUATRO NúCLEOS COM DESEMPENHO MíNIMO DE 7000 PONTOS NO PERFORMANCE TEST 7 DA PASSMARK SOFTWARE. DEVERá SUPORTAR BARRAMENTO DE MEMóRIA DDR3 1600MHZ. SUPORTAR TECNOLOGIA DE VIRTUALIZAçãO;DEVE SUPORTAR INTERFACES DE COMUNICAçãO: NO MíNIMO 6 (SEIS) PORTAS USB 2.0 E 4 (QUATRO) PORTAS USB 3.0. POSSUIR NO MíNIMO 1 (UM) SLOT PCI, 1 (UM) SLOT PCI EXPRESS X1 E 1 SLOTS PCI EXPRESS X16 GERAçãO 2.0;",-,Nome Servidor 4 (GR GR-AREA),GR-CTII,GR,1910.00,191.00,-,,16/10/2013,16/10/2013,-,22 - Laboratório 02 - Prédio Sala de Aulas(Campus Gravataí),Bom
336,152227,Ativo,35,"MICROCOMPUTADOR AVANçADO - PROCESSADOR DE NO MíNIMO QUATRO NúCLEOS COM DESEMPENHO MíNIMO DE 7000 PONTOS NO PERFORMANCE TEST 7 DA PASSMARK SOFTWARE. DEVERá SUPORTAR BARRAMENTO DE MEMóRIA DDR3 1600MHZ. SUPORTAR TECNOLOGIA DE VIRTUALIZAçãO;DEVE SUPORTAR INTERFACES DE COMUNICAçãO: NO MíNIMO 6 (SEIS) PORTAS USB 2.0 E 4 (QUATRO) PORTAS USB 3.0. POSSUIR NO MíNIMO 1 (UM) SLOT PCI, 1 (UM) SLOT PCI EXPRESS X1 E 1 SLOTS PCI EXPRESS X16 GERAçãO 2.0;",-,Nome Servidor 8 (GR GR-AREA),GR-CSTADS,GR,1910.00,191.00,-,,16/10/2013,16/10/2013,-,33 - Sala Container 02(Campus Gravataí),Bom
